"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"CPD-8537"	"CHEBI:17024"	"tRNA pseudouridine"	""	"c1(nc2(c(c(n1)N)ncn2C3(C(C(C(O3)COP(OC4(C(C(OC4COP(OC5(C(OC(C5O)n6(c(nc(cc6)N)=O))COP(=O)(O)O[R2]))(=O)O)n7(c(nc(cc7)N)=O))O))(=O)O)OP(OCC8(C(C(C(O8)c9(c(nc(nc9)=O)=O))O)OP(O)(O)=O))(O)=O)O)))"	"tRNA pseudouridine"	"(LIGAND-CPD ""C02764"" NIL |qwan| 3371234453 NIL NIL)"
"CPD-3189"	"CHEBI:37753"	"pseudooxynicotine"	"pseudooxynicotine$1-butanone, 4-(methylamino)-1-(3-pyridinyl)-"	"c1(ncccc1C(=O)CCCNC)"	"4-(methylamino)-1-(3-pyridyl)-1-butanone$pseudooxynicotine$1-butanone, 4-(methylamino)-1-(3-pyridinyl)-"	""
"CREPENYNATE"	"CHEBI:14030"	"crepenynate"	"(9Z)-octadec-9-en-12-ynoate$(Z)-9-octadecen-12-ynoic acid$crepenynic acid"	"CCCCCC#CCC=CCCCCCCCC(=O)O"	"crepenynate$(9Z)-octadec-9-en-12-ynoate$(Z)-9-octadecen-12-ynoic acid$crepenynic acid"	""
"ENT-KAUR-16-EN-19-OL"	"CHEBI:15416"	"ent-kaur-16-en-19-ol"	""	"C=C3(CC24(CCC1(C(C)(CO)CCCC(C)1C(CCC(C2)3)4)))"	"ent-kaur-16-en-19-ol"	""
"3OH-4P-OH-ALPHA-KETOBUTYRATE"	"CHEBI:27951"	"(R)-3-hydroxy-2-oxo-4-phosphonooxybutanoic acid"	"3-hydroxy-4-phospho-hydroxy-alpha-ketobutyrate"	"C(C(C(C([O-])=O)=O)O)OP(O)(=O)O"	"2-oxo-3-hydroxy-4-phosphobutanoate$3-hydroxy-4-phospho-hydroxy-alpha-ketobutyrate"	"(PUBCHEM ""440900"" NIL |keseler| 3342798911 NIL NIL)$(LIGAND-CPD ""C06054"" NIL |keseler| 3342798911 NIL NIL)"
"DEHYDROQUINATE"	"CHEBI:32364"	"3-dehydroquinate"	"3-dehydroquinic acid$5-dehydroquinic acid$5-dehydroquinate$5-de-H-quinate"	"[CH]1(O)(C([CH2]C([CH2][CH](O)1)(C(O)=O)O)=O)"	"3-dehydroquinate$3-dehydroquinic acid$5-dehydroquinic acid$5-dehydroquinate$5-de-H-quinate"	"(LIGAND-CPD ""C00944"" NIL |kr| 3346617699 NIL NIL)$(CAS ""10534-44-8"")"
"4-PHOSPHONOOXY-THREONINE"	"CHEBI:18336"	"4-(phosphonooxy)-L-threonine"	"4-phosphonooxy-L-threonine$4-phospho-hydroxy-threonine$4-phospho-hydroxy-L-threonine$O-phospho-4-hydroxy-L-threonine$phospho-hydroxy-threonine$4-(Phosphonooxy)-L-threonine"	"C(OP(O)(=O)O)C(O)C(N)C(=O)[O-]"	"4-(phosphonooxy)-threonine$4-phosphonooxy-L-threonine$4-phospho-hydroxy-threonine$4-phospho-hydroxy-L-threonine$O-phospho-4-hydroxy-L-threonine$phospho-hydroxy-threonine$4-(Phosphonooxy)-L-threonine"	"(PUBCHEM ""440901"" NIL |hopkinso| 3317072464 NIL NIL)$(LIGAND-CPD ""C06055"" NIL |keseler| 3342471464 NIL NIL)"
"D-4-HYDROXY-2-KETO-GLUTARATE"	"CHEBI:30923"	"4-hydroxy-2-oxoglutaric acid"	"4-hydroxy-2-oxoglutarate$D-4-hydroxy-2-ketoglutarate$2-k-4-OH-glutarate$2-keto-4-hydroxyglutarate$2-Oxo-4-hydroxyglutarate$4-hydroxy-2-ketoglutarate"	"C(=O)(CC(C(O)=O)O)C(O)=O"	"D-4-hydroxy-2-keto-glutarate$(+/-)-2-hydroxy-4-oxopentanedioic acid$4-hydroxy-2-oxoglutarate$D-4-hydroxy-2-ketoglutarate$2-k-4-OH-glutarate$2-keto-4-hydroxyglutarate$2-Oxo-4-hydroxyglutarate$4-hydroxy-2-ketoglutarate"	"(CAS ""1187-99-1"")"
"BETAINE-ALDEHYDE-HYDRATE"	"CHEBI:15710"	"betaine aldehyde"	""	"C(=O)C[N+](C)(C)C"	"betaine aldehyde hydrate"	""
"R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE"	"CHEBI:15769"	"N-[(R)-4-phosphopantothenoyl]-L-cysteine"	"(R)-4'-phospho-N-pantothenoyl-L-cysteine$4-P-N-pantothenoylcysteine$4'-P-N-pantothenoylcysteine$N-((R)-4-phosphopantothenoyl)-L-cysteine$4'-phosphopantothenoylcysteine$4'-phospho-N-pantothenoylcysteine$(R)-4'-phosphopantothenoyl-L-cysteine$N-[(R)-4'-phosphopantothenoyl]-L-cysteine"	"CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O"	"R-4'-phosphopantothenoyl-L-cysteine$(R)-4'-phospho-N-pantothenoyl-L-cysteine$4-P-N-pantothenoylcysteine$4'-P-N-pantothenoylcysteine$N-((R)-4-phosphopantothenoyl)-L-cysteine$4'-phosphopantothenoylcysteine$4'-phospho-N-pantothenoylcysteine$(R)-4'-phosphopantothenoyl-L-cysteine$N-[(R)-4'-phosphopantothenoyl]-L-cysteine"	"(LIGAND-CPD ""C04352"" NIL |sreddy| 3299618408 NIL NIL)"
"GLYCOLLATE"	"CHEBI:17497"	"glycolic acid"	"hydroxyacetic acid$glycolic acid"	"C(CO)(=O)O"	"glycolate$hydroxyacetic acid$glycolic acid"	"(LIGAND-CPD ""C00160"" NIL |kaipa| 3311532623 NIL NIL)$(CAS ""79-14-1"")"
"CHOLINE"	"CHEBI:15354"	"choline"	""	"C(CO)[N+](C)(C)C"	"choline"	"(CAS ""62-49-7"")$(CAS ""123-41-1"" NIL |keseler| 3349796746 NIL NIL)$(LIGAND-CPD ""C00114"" NIL |kr| 3346617700 NIL NIL)"
"CPD-2961"	"CHEBI:16863"	"6-phospho-D-gluconate"	"6-p-gluconate$6-phospho-gluconate$6-phosphogluconic acid"	"C(C(C(C(C(C(O)=O)O)O)O)O)OP(O)(O)=O"	"6-phospho-D-gluconate$6-p-gluconate$6-phospho-gluconate$6-phosphogluconic acid"	"(PUBCHEM ""5459869"" NIL |caspi| 3370791760 NIL NIL)$(LIGAND-CPD ""C00345"" NIL |kr| 3346617699 NIL NIL)"
"1235-TETRAHYDROXYBENZENE"	"CHEBI:16746"	"1,2,3,5-tetrahydroxybenzene"	""	"C1(O)(=CC(O)=C(C(=C1)O)O)"	"1,2,3,5-tetrahydroxybenzene"	"(LIGAND-CPD ""c03743"" NIL |kawakami| 3278883196 NIL NIL)$(CAS ""634-94-6"")"
"5-AMINO-LEVULINATE"	"CHEBI:17549"	"5-aminolevulinic acid"	"5-Amino-4-oxopentanoate$5-amino-4-oxo-pentanoic acid$5-amino-levulinic acid$5-amino-4-oxopentanoic acid$gamma-aminolevulinic acid$5-aminolevulinic acid$5-aminolevulinate$ALA$delta-aminolevulinic acid"	"C(N)C(CCC(O)=O)=O"	"5-amino-levulinate$Pentanoic acid, 5-amino-4-oxo-$5-Amino-4-oxopentanoate$5-amino-4-oxo-pentanoic acid$5-amino-levulinic acid$5-amino-4-oxopentanoic acid$gamma-aminolevulinic acid$5-aminolevulinic acid$5-aminolevulinate$ALA$delta-aminolevulinic acid"	"(CAS ""5451-09-2"" NIL |hopkinso| 3312056921 NIL NIL)$(PUBCHEM ""137"" NIL |keseler| 3342477067 NIL NIL)$(LIGAND-CPD ""C00430"" NIL |keseler| 3342477067 NIL NIL)$(CAS ""106-60-5"")"
"N-ACETYL-L-2-AMINO-6-OXO-PIMELATE"	"CHEBI:17355"	"(S)-2-acetamido-6-oxopimelic acid"	"N-acetyl-L-2-amino-6-oxo-pimelate$N-acetyl-2-amino-6-ketopimelate"	"CC(=O)NC(CCCC(=O)C(=O)O)C(=O)O"	"L-2-acetamido-6-oxoheptanedioate$N-acetyl-L-2-amino-6-oxo-pimelate$N-acetyl-2-amino-6-ketopimelate"	""
"EPOXYOCTA-CPD"	"CHEBI:15654"	"(9Z,13S)-12,13-epoxyoctadeca-9,11-dienoic acid"	"13(s)-EOD"	"CCCC=CC(C=CC=CCCCCCCCC(=O)O)=O"	"(9Z)-(13S)-12,13-epoxyoctadeca-9,11-dienoate$13(s)-EOD"	""
"CPD-7994"	"CHEBI:27435"	"1-methylpyrrolinium"	"1-methyl-Delta1-pyrrolinium ion"	"C[N+]1(CCCC=1)"	"N-methyl-Delta1-pyrrolinium cation$1-methyl-Delta1-pyrrolinium ion"	""
"DETHIOBIOTIN"	"CHEBI:16691"	"dethiobiotin"	"Desthiobiotin$DTB"	"C(=O)(O)CCCCCC1(NC(=O)NC(C)1)"	"dethiobiotin$Desthiobiotin$DTB"	"(LIGAND-CPD ""C01909"" NIL |kr| 3346617700 NIL NIL)$(CAS ""533-48-2"")"
"BISOHMYR-GLC"	"CHEBI:18380"	"2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate"	"2,3-bis-(3-hydroxytetradecanoyl)-D-glucosaminyl-(beta-D-1,6)-2,3-bis-(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-phosphate$2,3-bis(3-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate$2'-3'-diacyl-GlcN(beta-1'-6)2,3-diacyl-GlcN-1-P$2,3,2',3'-tetrakis(3-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate$2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate$[2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1 => 6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl phosphate]"	"CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP(O)(=O)O)COC2(OC(CO)C(O)C(OC(=O)CC(O)CCCCCCCCCCC)C(NC(=O)CC(O)CCCCCCCCCCC)2))O)OC(CC(CCCCCCCCCCC)O)=O))=O)O"	"lipid A disaccharide$2,3-bis-(3-hydroxytetradecanoyl)-D-glucosaminyl-(beta-D-1,6)-2,3-bis-(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-phosphate$2,3-bis(3-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-2,3-bis(3-hydroxymyristoyl)-beta-D-glucosaminyl 1-phosphate$2'-3'-diacyl-GlcN(beta-1'-6)2,3-diacyl-GlcN-1-P$2,3,2',3'-tetrakis(3-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate$2,3-bis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-2,3-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate$[2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1 => 6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl phosphate]"	"(LIGAND-CPD ""C04932"" NIL |kr| 3346617701 NIL NIL)"
"DIHYDRO-DIOH-BENZOATE"	"CHEBI:15941"	"2,3-dihydroxy-2,3-dihydrobenzoic acid"	"2,3-Dihydroxy-2,3-dihydrobenzoate"	"C(O)(=O)C1(=CC=CC(C1O)O)"	"2,3-dihydro-2,3-dihydroxybenzoate$2,3-Dihydroxy-2,3-dihydrobenzoate"	"(LIGAND-CPD ""C04171"" NIL |kr| 3346617701 NIL NIL)"
"4-P-PANTOTHENATE"	"CHEBI:20891"	"(R)-4'-phosphopantothenate(2)"	"4'-phosphopantothenate$4'-P-Pantothenate$(R)-4'-phosphopantothenate"	"C(OP(O)(O)=O)C(C(C(=O)NCCC(=O)O)O)(C)C"	"D-4'-phosphopantothenate$4'-phosphopantothenate$4'-P-Pantothenate$(R)-4'-phosphopantothenate"	"(LIGAND-CPD ""C03492"" NIL |kr| 3346617699 NIL NIL)"
"CPD-296"	"CHEBI:18047"	"dihydrolipoic acid"	"Dihydrolipoic acid$Dihydrothioctic acid$DHLP"	"C(S)CC(S)CCCCC(=O)O"	"dihydrolipoate$Dihydrolipoic acid$Dihydrothioctic acid$DHLP"	"(CAS ""462-20-4"")"
"3-HYDROXY-L-KYNURENINE"	"CHEBI:1547"	"3-hydroxykynurenine"	"L-3-hydroxykynurenine$3-hydroxy-kynurenine"	"c1(c(C(=O)CC(N)C(=O)O)c(N)c(O)cc1)"	"3-hydroxy-L-kynurenine$Alanine, 3-(3-hydroxyanthraniloyl)-, L-$L-3-hydroxykynurenine$3-hydroxy-kynurenine"	"(CAS ""606-14-4"")"
"SEPO3"	"CHEBI:29269"	"selenophosphoric acid"	"SePO3"	"OP(O)(O)=[Se]"	"selenophosphate$SePO3"	"(CAS ""16561-29-8"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C05172"" NIL |kr| 3346617701 NIL NIL)"
"CPD-671"	"CHEBI:15639"	"5-formimidoyltetrahydrofolic acid"	"5-formimidoyltetrahydrofolate"	"C(=N)N3(c1(c(nc(N)[nH]c(=O)1)NCC(CNc2(ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O))3))"	"5-formiminotetrahydrofolate$5-formimidoyltetrahydrofolate"	"(CAS ""2311-81-1"")"
"CPD-597"	"CHEBI:17902"	"N-carbamoylputrescine"	""	"C(CCCNC(N)=O)N"	"N-carbamoylputrescine"	"(CAS ""6851-51-0"")"
"LOGANIN"	"CHEBI:15771"	"loganin"	""	"CC2(C(O)C[CH]3(C(=COC(OC1(OC(CO)C(O)C(O)C(O)1))[CH]23)C(=O)OC))"	"loganin"	"(NCI ""606403"")$(CAS ""18524-94-2"")"
"3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P"	"CHEBI:18150"	"7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid"	"3-deoxy-D-arabino-heptulosonate-7-P$3-deoxy-arabino-heptulosonate 7-phosphate$3-deoxy-arabino-heptulosonate-7-P$2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate$3-deoxy-D-arabino-hept-2-ulosonate-7-phosphate$3-deoxy-arabino-heptulonate 7-phosphate"	"C(C(C(O)C(CC(=O)C(=O)O)O)O)OP(O)(O)=O"	"3-deoxy-D-arabino-heptulosonate-7-phosphate$3-deoxy-D-arabino-heptulosonate-7-P$3-deoxy-arabino-heptulosonate 7-phosphate$3-deoxy-arabino-heptulosonate-7-P$2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate$3-deoxy-D-arabino-hept-2-ulosonate-7-phosphate$3-deoxy-arabino-heptulonate 7-phosphate"	"(LIGAND-CPD ""C04691"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2627-73-8"")"
"2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI"	"CHEBI:19448"	"2-amino-3-(3-oxoprop-1-enyl)but-2-enedioic acid"	""	"C(=CC(C(=O)O)=C(N)C(=O)O)[CH]=O"	"2-amino-3-(3-oxoprop-2-enyl)-but-2-enedioate"	""
"DIHYDROPTERIN-CH2OH-PP"	"CHEBI:15998"	"(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl trihydrogen diphosphate"	"6-hydroxymethyl-dihydropterin pyrophosphate$2-amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)-pteridine$dihydropterin-CH2OH-diphosphate$dihydropterin-CH2OH-pp"	"C1(Nc2(c(N=C1COP(OP(O)(O)=O)(O)=O)c(nc(n2)N)O))"	"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate$6-hydroxymethyl-dihydropterin pyrophosphate$2-amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)-pteridine$dihydropterin-CH2OH-diphosphate$dihydropterin-CH2OH-pp"	""
"2-DEHYDROPANTOYL-LACTONE"	"CHEBI:18395"	"2-dehydropantolactone"	"2-dehydropantolactone$2-dehydropantoyl lactone"	"C1(C(C(CO1)(C)C)=O)=O"	"2-oxopantoyl lactone$2-dehydropantolactone$2-dehydropantoyl lactone"	""
"CPD-609"	"CHEBI:15883"	"P1,P4-bis(5'-guanosyl) tetraphosphate"	"bis(5'-guanosyl) tetraphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C6(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3(OC(C(O)C(O)3)n5(cnc4(c(=O)[nH]c(N)nc45))))C(O)C(O)6)))"	"P1,P4-bis(5'-guanosyl) tetraphosphate$bis(5'-guanosyl) tetraphosphate"	"(LIGAND-CPD ""C01261"" NIL |kr| 3346617701 NIL NIL)"
"CPD-4211"	"CHEBI:16057"	"prenyl diphosphate"	"delta2-isopentenyl-diphosphate$delta-prenyl diphosphate$prenyl-diphosphate$delta-prenyl diphosphate$delta2-isopentenyl-diphosphate$2-isopentenyl diphosphate$prenyl diphosphate$DMAPP$DPP$dimethylallyl-diphosphate$di-CH3-allyl-PPi$dimethylallyl-PP$dimethylallyl-PPi$DMPP"	"C(OP(OP(O)(O)=O)(O)=O)C=C(C)C"	"dimethylallyl-PP$delta2-isopentenyl-diphosphate$delta-prenyl diphosphate$prenyl-diphosphate$delta-prenyl diphosphate$delta2-isopentenyl-diphosphate$2-isopentenyl diphosphate$prenyl diphosphate$DMAPP$DPP$dimethylallyl-diphosphate$di-CH3-allyl-PPi$dimethylallyl-PP$dimethylallyl-PPi$DMPP"	"(LIGAND-CPD C02742 NIL |christ| 3315860609 NIL NIL)$(CAS 358-71-4 NIL |christ| 3315860609 NIL NIL)$(CAS ""358-72-5"")$(LIGAND-CPD ""C00235"" NIL |keseler| 3341251295 NIL NIL)$(CAS ""358-71-4"" NIL |keseler| 3341251295 NIL NIL)"
"BETAINE_ALDEHYDE"	"CHEBI:15710"	"betaine aldehyde"	"glycine betaine aldehyde"	"C(C=O)N(C)(C)C"	"betaine aldehyde$glycine betaine aldehyde"	"(LIGAND-CPD ""C00576"" NIL |kr| 3346617700 NIL NIL)$(CAS ""7418-61-3"")"
"AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE"	"CHEBI:17083"	"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol"	"dihydropterin-CH2OH$2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"	"C1(Nc2(c(N=C1CO)c(nc(n2)N)O))"	"6-hydroxymethyl-dihydropterin$dihydropterin-CH2OH$2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"	""
"ENT-KAUR-16-EN-19-AL"	"CHEBI:15418"	"ent-kaur-16-en-19-al"	""	"C=C3(CC24(CC[CH]1(C(C)(C=O)CCCC(C)1[CH](CCC(C2)3)4)))"	"ent-kaur-16-en-19-al"	""
"DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR"	"CHEBI:29114"	"2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine"	"2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine$DARP"	"C(C2(C(O)C(O)C(Nc1(c(N)c(=O)[nH]c(n1)N))O2))OP(=O)(O)O"	"2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate$2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine$DARP"	""
"3-ACETOACETYL-COA"	"CHEBI:15345"	"acetoacetyl-CoA"	""	"CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3)"	"3-acetoacetyl-CoA"	""
"CPD-69"	"CHEBI:28024"	"cyanic acid"	"cyanic acid$hydrogen cyanate"	"C(O)#N"	"cyanate$cyanic acid$hydrogen cyanate"	"(LIGAND-CPD ""C01417"" NIL |kr| 3346617699 NIL NIL)$(CAS ""420-05-3"")"
"SHIKIMATE-5P"	"CHEBI:17052"	"3-phosphoshikimic acid"	"shikimate-5-phosphate$shikimate-5-P$3-phosphoshikimate$5-phosphoshikimate$shikimate-3-P"	"[CH]1([CH](OP(=O)(O)O)[CH](O)[CH](O)[CH2]C=1C(O)=O)"	"shikimate-3-phosphate$shikimate-5-phosphate$shikimate-5-P$3-phosphoshikimate$5-phosphoshikimate$shikimate-3-P"	"(LIGAND-CPD ""C03175"" NIL |kr| 3346617699 NIL NIL)"
"CPD-7031"	"CHEBI:16638"	"3-methylbutanal"	"3-methylbutanal$isoamylaldehyde$isopentaldehyde"	"CC(C)C[CH]=O"	"3-methylbutanal$3-methylbutanal$isoamylaldehyde$isopentaldehyde"	"(PUBCHEM ""11552"" NIL |caspi| 3345836156 NIL NIL)"
"DIHYDRO-NEO-PTERIN"	"CHEBI:17001"	"7,8-dihydroneopterin"	"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine$dihydro-neo-pterin$2-amino-4-hydroxy-6-(D-erythro)-trihydroxypropyldihydropteridin"	"C1(Nc2(nc(N)[nH]c(=O)c(N=C1C(O)C(O)CO)2))"	"dihydro-neo-pterin$2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine$dihydro-neo-pterin$2-amino-4-hydroxy-6-(D-erythro)-trihydroxypropyldihydropteridin"	"(LIGAND-CPD ""C04874"" NIL |kr| 3346617701 NIL NIL)"
"L-1-GLYCERO-PHOSPHORYLCHOLINE"	"CHEBI:36313"	"glycerophosphocholine"	"glycero-phosphocholine$sn-glycero-3-phosphocholine$L-1-glycero-phosphorylcholine$glycerophosphocholine"	"C(C[N+](C)(C)C)OP(=O)(O)OCC(O)CO"	"L-1-glycero-3-phosphocholine$glycero-phosphocholine$sn-glycero-3-phosphocholine$L-1-glycero-phosphorylcholine$glycerophosphocholine"	"(LIGAND-CPD ""C00670"" NIL |kr| 3346617701 NIL NIL)"
"CPD-3481"	"CHEBI:3219"	"bupropion"	"(-)-2-(tert-butylamino)-3'-chloropropiophenone$1-propanone, 1-(3-chlorophenyl)-2-((1,1-dimethylethyl)amino)-,(+-)-$(+-)-1-(3-chlorophenyl)-2-((1,1-dimethylethyl)amino)-1-propanone$amfebutamonum$alpha-(tert-butylamino)-m-chloropropiophenone"	"CC(NC(C)(C)C)C(=O)c1(cccc(Cl)c1)"	"bupropion$(-)-2-(tert-butylamino)-3'-chloropropiophenone$1-propanone, 1-(3-chlorophenyl)-2-((1,1-dimethylethyl)amino)-,(+-)-$(+-)-1-(3-chlorophenyl)-2-((1,1-dimethylethyl)amino)-1-propanone$amfebutamonum$alpha-(tert-butylamino)-m-chloropropiophenone"	""
"CPD-641"	"CHEBI:15899"	"(R)-5-diphosphomevalonic acid"	"mevalonate-diphosphate$(R)-5-Diphosphomevalonate"	"CC(CC(O)=O)(O)CCOP(OP(O)(O)=O)(O)=O"	"mevalonate-5-PP$mevalonate-diphosphate$(R)-5-Diphosphomevalonate"	"(CAS ""4872-34-8"")"
"E-PHENYLITACONYL-COA"	"CHEBI:27639"	"(E)-2-benzylidenesuccinyl-CoA"	"E-phenylitaconyl-CoA$E-benzylidene-succinyl-CoA"	"C(NCCC(=O)NCCSC(=O)C(CC(=O)O)=Cc1(ccccc1))(=O)C(O)C(COP(OP(OCC2(C(OP(O)(=O)O)C(O)C(O2)n3(cnc4(c3ncnc(N)4))))(=O)O)(O)=O)(C)C"	"E-phenylitaconyl-CoA$E-phenylitaconyl-CoA$E-benzylidene-succinyl-CoA"	""
"DIAMINONONANOATE"	"CHEBI:2247"	"7,8-diaminononanoic acid"	"7,8-diaminononanoate$DAPA"	"CC(C(CCCCCC(O)=O)N)N"	"7,8-diaminopelargonate$7,8-diaminononanoate$DAPA"	"(LIGAND-CPD ""C01037"" NIL |kr| 3346617700 NIL NIL)"
"MALTOPENTAOSE"	"CHEBI:62006"	"maltopentaose"	""	"C(C1(OC(C(C(C1OC2(C(C(C(C(O2)CO)OC3(C(C(C(C(O3)CO)O)O)O))O)O))O)O)OC4(C(OC(C(C4O)O)OC5(C(OC(C(C5O)O)O)CO))CO)))O"	"maltopentaose"	""
"CPD-59"	"CHEBI:36435"	"(9Z,11E,13S,14Z)-13-hydroperoxyoctadeca-9,11,14-trienoate"	""	"C(CCCCCCCC=CC=CC(C=CCCC)OO)(O)=O"	"(9Z,11E,14Z)-(13S)-hydroperoxyoctadeca-(9,11,14)-trienoate"	""
"CPD-863"	"CHEBI:20570"	"5-hydroxycamphor"	"(+)-exo-5-hydroxycamphor$(+)-5-exo-hydroxycamphor"	"CC2(C1(C)(C(=O)CC(C(O)C1)2))C"	"5-exo-hydroxycamphor$(+)-exo-5-hydroxycamphor$(+)-5-exo-hydroxycamphor"	"(LIGAND-CPD ""c03448"" NIL |kawakami| 3278356594 NIL NIL)$(UM-BBD-CPD ""c0408"" NIL |kawakami| 3278356446 NIL NIL)$(CAS ""1607-84-7"")"
"CPD-7032"	"CHEBI:15837"	"isoamylol"	"isopentanol"	"CC(CCO)C"	"isoamyl alcohol$isopentanol"	"(PUBCHEM ""31260"" NIL |caspi| 3345837066 NIL NIL)"
"CANAVANINE"	"CHEBI:609827"	"L-canavanine"	"L-canavanine$2-amino-4-(guanidinooxy)butyrate$2-amino-4-(guanidinooxy)butyric acid"	"C(CC(N)C(=O)O)ONC(=N)N"	"canavanine$L-canavanine$2-amino-4-(guanidinooxy)butyrate$2-amino-4-(guanidinooxy)butyric acid"	"(CAS ""543-38-4"")"
"5-HYDROXY-FERULIC-ACID"	"CHEBI:20582"	"5-hydroxyferulic acid"	"5-hydroxy ferulate"	"COc1(c(c(cc(C=CC(O)=O)c1)O)O)"	"5-hydroxy-ferulic-acid$5-hydroxy ferulate"	""
"N-5S-5-AMINO-5-CARBOXYPENTANOYL-L-CY"	"CHEBI:28496"	"N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine"	"ACV$L-delta-(alpha-aminoadipoyl)-L-cysteinyl-D-valine$delta(L-2-aminoadipyl)-L-cysteinyl-D-valine$N-[L-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine"	"CC(C)[CH](NC(=O)[CH](NC(=O)CCC[CH]([N+])C(=O)O)[CH]S)C(=O)[O-]"	"N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine$ACV$L-delta-(alpha-aminoadipoyl)-L-cysteinyl-D-valine$delta(L-2-aminoadipyl)-L-cysteinyl-D-valine$N-[L-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine"	""
"SACCHAROPINE"	"CHEBI:16927"	"L-saccharopine"	"N6-(L-1,3-dicarboxypropyl)-L-lysine$epsilon-N-(L-glutar-2-yl)-L-lysine"	"C(NC(CCC(=O)O)C(=O)O)CCCC(C(O)=O)N"	"saccharopine$N6-(L-1,3-dicarboxypropyl)-L-lysine$epsilon-N-(L-glutar-2-yl)-L-lysine"	"(CAS ""997-68-2"")"
"CIS-ACONITATE"	"CHEBI:22211"	"aconitic acid"	""	"C(=CC(=O)O)(C(O)=O)CC(=O)O"	"cis-aconitate"	"(CAS ""585-84-2"")"
